[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         11148287 function calls (10944247 primitive calls) in 68.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 quantizer_finegrained_fp8.py:17(FineGrainedFP8HfQuantizer)
        1    0.000    0.000    0.000    0.000 types.py:78(Storage)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        2    0.000    0.000    0.000    0.000 SentenceTransformer.py:1153(similarity_fn_name)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:107(FullHessianUpdateStrategy)
        1    0.000    0.000    0.001    0.001 resources.py:40(open_binary)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor.py:17(ReportingDescriptor)
        1    0.000    0.000    0.000    0.000 conv_fused.py:976(ConvReLU3d)
        4    0.000    0.000    0.000    0.000 validation.py:318(_use_interchange_protocol)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:32(Category)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1795(validation_policy)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combinatorics.py:17(ShufflerIterDataPipe)
        1    0.000    0.000    0.000    0.000 harmonic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:530(TransformerDecoder)
       16    0.000    0.000    0.000    0.000 pretty_symbology.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 constraints.py:179(_DependentProperty)
        2    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 _message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complexfield.py:16(ComplexField)
       14    0.000    0.000    0.000    0.000 hub.py:85(is_offline_mode)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.001    0.001 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 upsampling.py:14(Upsample)
        1    0.000    0.000    0.000    0.000 _base.py:327(Future)
        3    0.000    0.000    0.000    0.000 {method 'metadata' of 'builtins.safe_open' objects}
        1    0.000    0.000    0.000    0.000 _pslinux.py:788(Connections)
        4    0.000    0.000    0.000    0.000 encoder.py:277(_iterencode_list)
        4    0.000    0.000    0.000    0.000 blocks.py:199(_validate_ndim)
       22    0.000    0.000    0.000    0.000 reductions.py:125(_torch_grad_reduce)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3058(optimise)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
        6    0.000    0.000    0.000    0.000 gaussiandomains.py:23(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1064(resolve)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
        1    0.000    0.000    0.000    0.000 _guards.py:236(Guard)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:4555(_one_hidden_rnn)
        1    0.000    0.000    0.000    0.000 _constant_symnode.py:7(ConstantIntNode)
        1    0.000    0.000    0.000    0.000 numbers.py:609(bell)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 __init__.py:177(CudnnModule)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 maple.py:84(MapleCodePrinter)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:274(__repr__)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
        3    0.000    0.000    0.000    0.000 ast.py:414(visit)
        1    0.000    0.000    0.000    0.000 combinatorics.py:61(ShufflerIterDataPipe)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
        1    0.000    0.000    0.000    0.000 parametrizations.py:401(_SpectralNorm)
        1    0.000    0.000    0.000    0.000 categorical.py:863(codes)
        1    0.000    0.000    0.000    0.000 polynomialring.py:10(PolynomialRing)
        2    0.000    0.000    0.000    0.000 dtypes.py:867(__str__)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3095(add_module_init_func)
        1    0.000    0.000    0.000    0.000 configuration_minimax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:214(Conv1d)
        1    0.000    0.000    0.001    0.001 _result_provenance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:612(_set_prec)
        2    0.000    0.000    0.000    0.000 sysconfig.py:88(_getuserbase)
        1    0.000    0.000    0.000    0.000 conv.py:482(Conv2d)
        2    0.000    0.000    0.000    0.000 multidimensional.py:93(__call__)
        1    0.000    0.000    0.000    0.000 _plotting.py:16(_BinaryClassifierCurveDisplayMixin)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:611(tanh)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:7770(get_unanimous_names)
       36    0.000    0.000    0.000    0.000 __init__.py:973(setFormatter)
        1    0.000    0.000    0.000    0.000 sentencepiece_bpe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_codegen.py:150(CodeGenOnnxConfig)
        1    0.000    0.000    0.000    0.000 MSEEvaluator.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.ifloordiv}
        1    0.000    0.000    0.000    0.000 custom_ops.py:673(register_vmap)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:520(FakifiedOutWrapper)
        1    0.000    0.000    0.001    0.001 polyoptions.py:397(Domain)
        1    0.000    0.000    0.000    0.000 apply.py:1235(FrameColumnApply)
        1    0.000    0.000    0.001    0.001 _reporting_descriptor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
        1    0.000    0.000    0.000    0.000 beam_constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_layoutlm.py:138(LayoutLMOnnxConfig)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_layoutlmv3.py:191(LayoutLMv3OnnxConfig)
        4    0.000    0.000    0.000    0.000 common.py:93(ensure_python_int)
        1    0.000    0.000    0.000    0.000 configuration_oneformer.py:28(OneFormerConfig)
        1    0.000    0.000    0.000    0.000 mock.py:1276(_patch)
        2    0.000    0.000    0.000    0.000 infer_schema.py:79(unstringify_types)
        1    0.000    0.000    0.055    0.055 library.py:1016(register)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:30(MutationTracker)
        1    0.000    0.000    0.000    0.000 grouper.py:488(Grouping)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
        2    0.000    0.000    0.000    0.000 _parser.py:1056(_could_be_tzname)
        1    0.000    0.000    0.000    0.000 OnlineContrastiveLoss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_helium.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repocard_data.py:265(ModelCardData)
        1    0.000    0.000    0.000    0.000 __init__.py:231(disable)
        1    0.000    0.000    0.000    0.000 _web_response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flash_paged.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:189(fibonacci)
        1    0.000    0.000    0.000    0.000 _label.py:697(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 error_functions.py:482(erfi)
        1    0.000    0.000    0.000    0.000 _cache_assets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fractionfield.py:9(FractionField)
        6    0.000    0.000    0.000    0.000 torch_function.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1572(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 _op_schema.py:228(OpSchema)
        1    0.000    0.000    0.000    0.000 richclub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:783(AOTDedupeWrapper)
        2    0.000    0.000    0.000    0.000 _parser.py:1006(_find_hms_idx)
       11    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conflict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_ijepa.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:371(Where)
        1    0.000    0.000    0.000    0.000 point.py:860(Point2D)
        1    0.000    0.000    0.000    0.000 finitefield.py:108(FiniteField)
        1    0.000    0.000    0.000    0.000 _collective_utils.py:240(MeshTopoInfo)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:35(Target)
        1    0.000    0.000    0.000    0.000 _appending_byte_serializer.py:21(write_uint64)
        1    0.000    0.000    0.000    0.000 library.py:912(register_fake)
        1    0.000    0.000    0.000    0.000 ring.py:1(<module>)
        3    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        1    0.000    0.000    0.000    0.000 hybrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:120(<dictcomp>)
       16    0.000    0.000    0.000    0.000 common.py:1124(<lambda>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3062(_moment_central)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:292(__init__)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:972(_set_invalid_nan_property)
       29    0.000    0.000    0.000    0.000 singleton.py:152(__repr__)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        1    0.000    0.000    0.000    0.000 _ops.py:687(OpOverload)
        1    0.000    0.000    0.000    0.000 numpy.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 category.py:51(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 container.py:581(ParameterList)
        1    0.000    0.000    0.000    0.000 quantizer_spqr.py:33(SpQRHfQuantizer)
        1    0.000    0.000    0.000    0.000 continuous_batching.py:56(GenerationOutput)
        5    0.000    0.000    0.000    0.000 base.py:918(__array__)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
        1    0.000    0.000    0.000    0.000 multigraph.py:15(MultiGraph)
        1    0.000    0.000    0.000    0.000 quantization_config.py:1112(VptqLayerConfig)
        1    0.000    0.000    0.000    0.000 approximation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1204(catalan)
        1    0.000    0.000    0.000    0.000 _region.py:16(Region)
        1    0.000    0.000    0.000    0.000 continuous_batching.py:346(FIFOScheduler)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.irshift}
        1    0.000    0.000    0.000    0.000 configuration_gptj.py:139(GPTJOnnxConfig)
        1    0.000    0.000    0.000    0.000 connection.py:187(_is_using_tunnel)
        1    0.000    0.000    0.000    0.000 _shgo.py:488(SHGO)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 comptime.py:54(ComptimeVar)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:34(FakeScriptMethod)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_extraction_utils.py:59(BatchFeature)
        1    0.000    0.000    0.000    0.000 transformer.py:945(TransformerDecoderLayer)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
        1    0.000    0.000    0.000    0.000 extendability.py:1(<module>)
        1    0.000    0.000    0.000    0.000 split_utils.py:36(Component)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1495(dtype_is_implied)
        1    0.000    0.000    0.000    0.000 hyper.py:391(meijerg)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss_rt_detr.py:127(RTDetrLoss)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:12(ExpressionRawDomain)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3654(_handle_case_folding)
        3    0.000    0.000    0.000    0.000 _data.py:598(__sklearn_tags__)
        6    0.000    0.000    0.000    0.000 __init__.py:266(_assert_pid_not_reused)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 misc.py:1439(ConstantLikeVariable)
        3    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 __init__.py:2284(_TorchCompileInductorWrapper)
        1    0.000    0.000    0.000    0.000 style.py:402(PrepareModuleInput)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
        1    0.000    0.000    0.000    0.000 polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internal.py:32(_InternalRPCPickler)
        5    0.000    0.000    0.000    0.000 misc.py:181(debug_decorator)
        1    0.000    0.000    0.000    0.000 endpoint_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1255(cot)
        1    0.000    0.000    0.000    0.000 swa_utils.py:116(AveragedModel)
       32    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 configuration_groupvit.py:373(GroupViTOnnxConfig)
        1    0.000    0.000    0.000    0.000 model.py:433(UfuncKey)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _cache.py:56(CacheInfo)
        1    0.000    0.000    0.000    0.000 _rectangle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:433(broadcast_shapes)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
