[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         2362319229 function calls (2358581797 primitive calls) in 1044.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:2747(initialize_weights)
        5    0.000    0.000    0.030    0.006 _config_module.py:165(install_config_module)
       30    0.000    0.000    0.000    0.000 _internal.py:909(_setup_handlers)
       14    0.000    0.000    0.004    0.000 fromnumeric.py:2338(sum)
        1    0.000    0.000    0.001    0.001 splitter_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.003    0.003 algebraicfield.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _backend.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _embedding_ops.py:1(<module>)
       18    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      100    0.000    0.000    0.000    0.000 managers.py:2264(<lambda>)
        1    0.000    0.000    0.001    0.001 model.py:83(DispatchKey)
       38    0.000    0.000    0.000    0.000 _methods.py:58(_any)
        1    0.000    0.000    0.091    0.091 args_doc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latex.py:1(<module>)
        1    0.000    0.000    0.016    0.016 jit.py:1(<module>)
      213    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 environment.py:1136(Template)
       53    0.000    0.000    0.001    0.000 typing.py:1083(copy_with)
        1    0.000    0.000    0.001    0.001 cb_rules.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
       17    0.000    0.000    0.000    0.000 pathlib.py:1285(exists)
        1    0.000    0.000    0.003    0.003 _op_schema.py:1(<module>)
        2    0.000    0.000    0.002    0.001 metrics.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _exporter_legacy.py:1(<module>)
       42    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
       70    0.000    0.000    0.000    0.000 inspect.py:308(iscoroutinefunction)
        1    0.000    0.000    0.001    0.001 remote_module.py:114(_RemoteModule)
        1    0.000    0.000    0.002    0.002 candidate_generator.py:1(<module>)
        1    0.000    0.000    0.001    0.001 effects.py:1(<module>)
        7    0.000    0.000    0.000    0.000 copy.py:259(_reconstruct)
       58    0.000    0.000    0.000    0.000 _scorer.py:639(make_scorer)
       51    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:663(<listcomp>)
        3    0.000    0.000    0.001    0.000 ctx_mp.py:63(__init__)
       52    0.000    0.000    0.000    0.000 accessor.py:79(forbid_nonstring_types)
        1    0.000    0.000    0.013    0.013 ssl_.py:1(<module>)
       39    0.000    0.000    0.000    0.000 parse.py:344(geturl)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1295(_cookies_for_request)
       88    0.000    0.000    0.000    0.000 _runtime.py:78(is_package_available)
        1    0.000    0.000    0.001    0.001 _internal.py:937(_reset_logs)
      701    0.000    0.000    0.000    0.000 _regex_core.py:1870(fix_groups)
        6    0.000    0.000    0.000    0.000 managers.py:1402(_insert_update_mgr_locs)
       59    0.000    0.000    0.000    0.000 _param_validation.py:206(<dictcomp>)
        1    0.000    0.000    0.047    0.047 dataloader.py:1(<module>)
        4    0.000    0.000    0.000    0.000 six.py:882(wrapper)
       21    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        1    0.000    0.000    0.158    0.158 codegen.py:1(<module>)
        1    0.000    0.000    0.010    0.010 output_code.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cpu_vec_isa.py:1(<module>)
        1    0.000    0.000    0.010    0.010 ggml.py:1(<module>)
        3    0.000    0.000    0.001    0.000 configuration_utils.py:871(to_dict)
        2    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tensor_ops.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _script.py:281(__init__)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:957(pop)
        1    0.000    0.000    0.006    0.006 error_functions.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _cache_manager.py:1(<module>)
      196    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.010    0.010 ewm.py:1(<module>)
        1    0.000    0.000    0.028    0.028 _snapshot_download.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ctx_manager.py:1(<module>)
        2    0.000    0.000    0.004    0.002 binary.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       21    0.000    0.000    0.000    0.000 timeout.py:195(start_connect)
       21    0.000    0.000    0.000    0.000 models.py:537(prepare_auth)
        1    0.000    0.000    0.001    0.001 node.py:200(Node)
       17    0.000    0.000    0.000    0.000 weakref.py:290(update)
        2    0.000    0.000    0.002    0.001 domainmatrix.py:1(<module>)
        3    0.000    0.000    0.001    0.000 blocks.py:1709(fillna)
        1    0.000    0.000    0.002    0.002 arpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lfs.py:1(<module>)
        6    0.000    0.000    0.001    0.000 std.py:1265(close)
        1    0.000    0.000    0.001    0.001 _type_utils.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:567(_get_protocol_attrs)
        1    0.000    0.000    0.001    0.001 package_importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:61(SentenceTransformer)
        8    0.000    0.000    0.000    0.000 random.py:128(seed)
        6    0.000    0.000    0.000    0.000 deprecation.py:81(_deprecated)
        1    0.000    0.000    0.001    0.001 impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libmpc.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _minimize.py:1(<module>)
        7    0.000    0.000    0.000    0.000 frame.py:4631(_get_item_cache)
        1    0.000    0.000    0.015    0.015 mul.py:1(<module>)
        2    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ksstats.py:1(<module>)
        1    0.000    0.000    0.063    0.063 rings.py:1(<module>)
        1    0.000    0.000    0.063    0.063 _collective_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      126    0.000    0.000    0.000    0.000 _param_validation.py:597(<genexpr>)
       93    0.000    0.000    0.000    0.000 zipfile.py:668(_check_compression)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:240(IPolys)
        1    0.000    0.000    0.067    0.067 polyfuncs.py:1(<module>)
        6    0.000    0.000    0.017    0.003 frame.py:1111(_values)
        1    0.000    0.000    0.000    0.000 tarfile.py:604(_FileInFile)
        2    0.000    0.000    0.003    0.002 dtypes.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
      103    0.000    0.000    0.000    0.000 {method 'is_contiguous' of 'torch._C.TensorBase' objects}
       72    0.000    0.000    0.000    0.000 _docscrape.py:374(<listcomp>)
        1    0.000    0.000    0.019    0.019 _python_dispatch.py:1(<module>)
      151    0.000    0.000    0.000    0.000 base.py:5154(_values)
        1    0.000    0.000    0.000    0.000 infer_schema.py:18(infer_schema)
        3    0.000    0.000    0.000    0.000 connectivity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:1(<module>)
      110    0.000    0.000    0.000    0.000 tokenize.py:614(generate_tokens)
        5    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        6    0.000    0.000    0.002    0.000 modeling_bert.py:427(__init__)
        2    0.000    0.000    1.799    0.900 backend.py:1(<module>)
        3    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dag.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _regex_core.py:1116(parse_flags_subpattern)
        8    0.000    0.000    0.000    0.000 calendar.py:644(timegm)
       42    0.000    0.000    0.000    0.000 structures.py:62(__len__)
    49/27    0.000    0.000    0.000    0.000 typing.py:1878(_strip_annotations)
        1    0.000    0.000    0.001    0.001 apply.py:1(<module>)
       40    0.000    0.000    0.000    0.000 libmpf.py:208(_normalize1)
       21    0.000    0.000    0.000    0.000 response.py:635(closed)
        1    0.000    0.000    0.003    0.003 string_.py:1(<module>)
        1    0.000    0.000    0.002    0.002 itertools.py:1(<module>)
       20    0.000    0.000    0.000    0.000 decorator.py:317(deprecated_decorator)
       24    0.000    0.000    0.000    0.000 datapipe.py:154(register_datapipe_as_function)
        4    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 repocard_data.py:1(<module>)
      136    0.000    0.000    0.000    0.000 __init__.py:161(<genexpr>)
        3    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        5    0.000    0.000    0.000    0.000 managers.py:935(_verify_integrity)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        6    0.000    0.000    0.000    0.000 configs.py:251(_on_setattr)
    49/27    0.000    0.000    0.000    0.000 typing.py:320(_eval_type)
       17    0.000    0.000    0.000    0.000 base.py:774(_view)
       11    0.000    0.000    0.000    0.000 api.py:386(default_index)
        1    0.000    0.000    0.103    0.103 ssl.py:1364(do_handshake)
       87    0.000    0.000    0.000    0.000 kl.py:51(register_kl)
        2    0.000    0.000    0.001    0.001 combining.py:1(<module>)
      4/2    0.000    0.000    0.085    0.042 _set_output.py:314(wrapped)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       12    0.000    0.000    0.003    0.000 _meta_registrations.py:7173(_create_binary_float_meta_func)
       18    0.000    0.000    0.000    0.000 _ops.py:1241(__init__)
       24    0.000    0.000    0.001    0.000 fnmatch.py:54(filter)
        1    0.000    0.000    0.002    0.002 _recursive.py:1(<module>)
        7    0.000    0.000    0.000    0.000 numeric.py:137(ones)
       22    0.000    0.000    0.000    0.000 _regex_core.py:376(_flatten_code)
        1    0.000    0.000    0.009    0.009 base_events.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base_parser.py:115(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:369(<dictcomp>)
       11    0.000    0.000    0.000    0.000 _config_module.py:369(__getattr__)
        1    0.000    0.000    0.000    0.000 util.py:1807(get_device_name)
       26    0.000    0.000    0.000    0.000 core.py:7107(getdoc)
       16    0.000    0.000    0.000    0.000 concat.py:389(is_na)
        1    0.000    0.000    0.015    0.015 _fixes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:1(<module>)
    37/36    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
        1    0.000    0.000    0.001    0.001 gammazeta.py:1(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.076    0.076 graph_utils.py:1(<module>)
        1    0.000    0.000    0.139    0.139 dependency_versions_check.py:1(<module>)
       14    0.000    0.000    0.000    0.000 locale.py:657(getpreferredencoding)
       24    0.000    0.000    0.000    0.000 c10d_logger.py:77(_exception_logger)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 code_generator.py:295(CodeGenerator)
        1    0.000    0.000    0.005    0.005 take.py:1(<module>)
        1    0.000    0.000    0.001    0.001 capi_maps.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
       33    0.000    0.000    0.004    0.000 doccer.py:289(decorate)
        1    0.000    0.000    0.003    0.003 gamma_functions.py:1(<module>)
        2    0.000    0.000    0.004    0.002 defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
        1    0.000    0.000    0.022    0.022 entity.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sparse.py:184(_fill_padding_idx_with_zero)
       17    0.000    0.000    0.000    0.000 _regex_core.py:2996(_compile)
        1    0.000    0.000    0.001    0.001 ellipse.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _config.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _continuous_distns.py:58(_call_super_mom)
        6    0.000    0.000    0.000    0.000 managers.py:1412(_insert_update_blklocs_and_blknos)
       12    0.000    0.000    0.000    0.000 doccer.py:167(_doc)
       13    0.000    0.000    0.000    0.000 normalization.py:210(reset_parameters)
        1    0.000    0.000    0.000    0.000 _funcs_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subgraph_rewriter.py:1(<module>)
       72    0.000    0.000    0.000    0.000 glob.py:208(has_magic)
        1    0.000    0.000    0.000    0.000 sets.py:47(Set)
       21    0.000    0.000    0.000    0.000 response.py:343(<listcomp>)
        1    0.000    0.000    0.000    0.000 pretty.py:30(PrettyPrinter)
       13    0.000    0.000    0.000    0.000 init.py:62(_no_grad_fill_)
        1    0.000    0.000    0.002    0.002 hyperbolic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mst.py:1(<module>)
       54    0.000    0.000    0.000    0.000 _axis_nan_policy.py:666(<listcomp>)
       13    0.000    0.000    0.000    0.000 init.py:67(_no_grad_zero_)
        1    0.000    0.000    0.000    0.000 datetimelike.py:87(DatetimeIndexOpsMixin)
        2    0.000    0.000    0.004    0.002 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:108(BaseBlockManager)
        1    0.000    0.000    0.158    0.158 side_effects.py:1(<module>)
        9    0.000    0.000    0.001    0.000 sessions.py:254(rebuild_auth)
        1    0.000    0.000    0.006    0.006 collect_metadata_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:4993(_get_key_renaming_mapping)
      208    0.000    0.000    0.000    0.000 {method 'get_dtype' of 'builtins.PySafeSlice' objects}
       16    0.000    0.000    0.000    0.000 base.py:5449(_can_hold_identifiers_and_holds_name)
        6    0.000    0.000    0.017    0.003 generic.py:2149(__array__)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _fake_tensor_utils.py:1(<module>)
       52    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
       11    0.000    0.000    0.000    0.000 base.py:6436(_should_compare)
        1    0.000    0.000    0.009    0.009 _fully_shard.py:1(<module>)
       29    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _survival.py:1(<module>)
      102    0.000    0.000    0.000    0.000 cookies.py:111(info)
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:364(<dictcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantizer_aqlm.py:1(<module>)
      103    0.000    0.000    0.000    0.000 _param_validation.py:368(is_satisfied_by)
        1    0.000    0.000    0.432    0.432 _param_validation.py:1(<module>)
        3    0.000    0.000    0.002    0.001 polynomials.py:1(<module>)
    29/25    0.000    0.000    0.000    0.000 _regex_core.py:2876(_compile)
       56    0.000    0.000    0.000    0.000 decorators.py:371(<genexpr>)
        1    0.000    0.000    0.003    0.003 _filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3024(<dictcomp>)
       22    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.103    0.103 ssl.py:1014(_create)
        6    0.000    0.000    0.005    0.001 modeling_bert.py:527(__init__)
       42    0.000    0.000    0.035    0.001 jit.py:759(jit)
       29    0.000    0.000    0.000    0.000 managers.py:583(copy_func)
        1    0.000    0.000    0.020    0.020 nested_tensor.py:1(<module>)
       37    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
       40    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
       20    0.000    0.000    0.000    0.000 common.py:538(is_string_dtype)
       14    0.000    0.000    0.000    0.000 activations.py:182(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'mul_' of 'torch._C.TensorBase' objects}
      115    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x75efb5cd4af0}
       20    0.000    0.000    0.000    0.000 client.py:429(flush)
        1    0.000    0.000    0.001    0.001 branchings.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _regex_core.py:3911(get_firstset)
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.004    0.004 graph_signature.py:1(<module>)
      124    0.000    0.000    0.000    0.000 custom_ops.py:387(register_fake)
        1    0.000    0.000    0.517    0.517 auto_factory.py:468(from_pretrained)
        2    0.000    0.000    0.003    0.002 device_mesh.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cli_function_profiler.py:1(<module>)
       24    0.000    0.000    0.000    0.000 glob.py:26(iglob)
        1    0.000    0.000    0.078    0.078 _numeric_debugger.py:1(<module>)
       11    0.000    0.000    0.000    0.000 versions.py:37(_compare_versions)
        1    0.000    0.000    0.000    0.000 libintmath.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.005    0.005 _cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_parallel.py:1(<module>)
        2    0.000    0.000    0.000    0.000 take.py:353(wrapper)
        2    0.000    0.000    0.000    0.000 doc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:28(OdeSolver)
        1    0.000    0.000    0.001    0.001 formal.py:1(<module>)
       25    0.000    0.000    0.001    0.000 decompositions.py:5024(register_inplace)
        1    0.000    0.000    0.004    0.004 _fsdp_param_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:1(<module>)
       20    0.000    0.000    0.003    0.000 regex.py:331(findall)
       74    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 extmath.py:1(<module>)
        2    0.000    0.000    0.001    0.000 common.py:664(get_handle)
       47    0.000    0.000    0.000    0.000 numbers.py:1965(__eq__)
       45    0.000    0.000    0.000    0.000 inspect.py:2064(<listcomp>)
        1    0.000    0.000    0.003    0.003 _memmapping_reducer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_utils.py:45(PretrainedConfig)
        6    0.000    0.000    0.000    0.000 printer.py:392(__init__)
    28/27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.006    0.006 backends.py:1(<module>)
        5    0.000    0.000    0.011    0.002 series.py:4800(apply)
        1    0.000    0.000    0.045    0.045 code_generator.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method torch.remainder}
      110    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
       14    0.000    0.000    0.000    0.000 _regex_core.py:4215(__init__)
       37    0.000    0.000    0.000    0.000 libmpf.py:950(mpf_div)
       24    0.000    0.000    0.000    0.000 weakref.py:153(__contains__)
       95    0.000    0.000    0.000    0.000 std.py:163(colour)
       87    0.000    0.000    0.000    0.000 kl.py:86(decorator)
        1    0.000    0.000    0.000    0.000 masked.py:108(BaseMaskedArray)
      256    0.000    0.000    0.000    0.000 libintmath.py:62(python_trailing)
        8    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.001    0.001 device_interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_mobilenet_v2.py:1(<module>)
      100    0.000    0.000    0.000    0.000 _script.py:942(<lambda>)
        1    0.000    0.000    0.001    0.001 lambdify.py:1(<module>)
       28    0.000    0.000    0.000    0.000 frame.py:1047(shape)
        1    0.000    0.000    0.006    0.006 _ndimage_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traced_function_transforms.py:1(<module>)
        2    0.000    0.000    0.001    0.001 factorials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 smtlib.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:801(getmodulename)
       22    0.000    0.000    0.000    0.000 _auth.py:52(_get_token_from_google_colab)
        1    0.000    0.000    0.002    0.002 configuration_gemma3.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:514(__init__)
        1    0.000    0.000    0.000    0.000 scan.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compile_utils.py:1(<module>)
       50    0.000    0.000    0.000    0.000 config.py:780(config_prefix)
        1    0.000    0.000    0.003    0.003 minpoly.py:1(<module>)
        2    0.000    0.000    0.091    0.046 fake_quantize.py:1(<module>)
       16    0.000    0.000    0.000    0.000 concat.py:322(_get_block_for_concat_plan)
      140    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        2    0.000    0.000    0.000    0.000 base.py:461(_validate_params)
       28    0.000    0.000    0.000    0.000 base.py:610(_dtype_to_subclass)
        3    0.000    0.000    0.000    0.000 blocks.py:544(_maybe_downcast)
      208    0.000    0.000    0.000    0.000 {method 'get_shape' of 'builtins.PySafeSlice' objects}
        1    0.000    0.000    0.001    0.001 _multicomp.py:1(<module>)
        1    0.000    0.000    1.002    1.002 auto_factory.py:1(<module>)
       31    0.000    0.000    0.000    0.000 __init__.py:131(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        3    0.000    0.000    0.020    0.007 __config__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 triton.py:1(<module>)
       70    0.000    0.000    0.004    0.000 typing.py:1040(__or__)
        4    0.000    0.000    0.000    0.000 exceptions.py:17(__init__)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hyper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aoti_call_delegate.py:1(<module>)
        1    0.000    0.000    0.002    0.002 trainer_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 std.py:686(_decr_instances)
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
        2    0.000    0.000    0.001    0.001 resource_tracker.py:1(<module>)
      110    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      110    0.000    0.000    0.000    0.000 _param_validation.py:150(validate_params)
        3    0.000    0.000    0.000    0.000 numeric.py:1927(isscalar)
       21    0.000    0.000    0.000    0.000 pathlib.py:663(__eq__)
        6    0.000    0.000    0.002    0.000 modeling_bert.py:326(__init__)
        3    0.000    0.000    0.000    0.000 embedding_ops.py:1(<module>)
        2    0.000    0.000    0.832    0.416 Module.py:159(load_config)
        5    0.000    0.000    0.000    0.000 apply.py:1372(__init__)
        3    0.000    0.000    0.015    0.005 lazy.py:1(<module>)
        6    0.000    0.000    0.001    0.000 modeling_bert.py:513(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method torch.rsub}
        1    0.000    0.000    0.007    0.007 cudagraph_utils.py:1(<module>)
        1    0.000    0.000    0.015    0.015 _index_tricks_impl.py:1(<module>)
      166    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
       36    0.000    0.000    0.000    0.000 constraints.py:205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathematica.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:628(init_reductions)
        1    0.000    0.000    0.003    0.003 _interpolate.py:1(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:561(RawConfigParser)
        2    0.000    0.000    0.000    0.000 pool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 array_manager.py:1(<module>)
        3    0.000    0.000    0.000    0.000 queues.py:1(<module>)
      124    0.000    0.000    0.000    0.000 functions.py:85(defun)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        1    0.000    0.000    0.002    0.002 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:81(PreTrainedTokenizerFast)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:2176(TypeIs)
        5    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.558    0.558 tokenization_auto.py:856(from_pretrained)
      136    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        2    0.000    0.000    0.001    0.001 base.py:6198(_get_indexer_strict)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:757(__init_subclass__)
       75    0.000    0.000    0.000    0.000 config.py:810(wrap)
        1    0.000    0.000    0.067    0.067 specialpolys.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _base.py:1388(issparse)
       21    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
        1    0.000    0.000    0.001    0.001 iterables.py:1(<module>)
        6    0.000    0.000    0.000    0.000 series.py:6429(_reduce)
        1    0.000    0.000    0.000    0.000 libmpf.py:136(<listcomp>)
       15    0.000    0.000    0.000    0.000 args_doc.py:967(equalize_indent)
        1    0.000    0.000    0.000    0.000 _interpolate.py:416(fill_value)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:69(OnnxConfig)
       70    0.000    0.000    0.000    0.000 _docscrape.py:460(_str_signature)
        1    0.000    0.000    0.000    0.000 triton_bundler.py:65(TritonBundler)
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
        1    0.000    0.000    0.004    0.004 loss_for_object_detection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:187(_init_dependencies_order)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:428(__new__)
        2    0.000    0.000    0.001    0.001 registration.py:1(<module>)
       24    0.000    0.000    0.001    0.000 glob.py:93(_glob1)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:1(<module>)
      108    0.000    0.000    0.000    0.000 _docscrape.py:713(_should_skip_member)
       43    0.000    0.000    0.019    0.000 dispatcher.py:147(_)
        1    0.000    0.000    0.000    0.000 bdf.py:1(<module>)
       32    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.000    0.000 logits_process.py:1(<module>)
        1    0.000    0.000    0.001    0.001 residue_ntheory.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _conversions.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _unsupervised.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trigsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asserters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.005    0.005 _dispatcher.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _utils_internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libintmath.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ctx_mp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 audio_utils.py:1(<module>)
       89    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        4    0.000    0.000    0.000    0.000 getlimits.py:312(_get_machar)
       66    0.000    0.000    0.000    0.000 decorators.py:46(deco)
        1    0.000    0.000    0.001    0.001 ext.py:1(<module>)
